mle_id,eval_month_seq,hire_date,eval_date,last_commit_timestamp,department_team,education_level,prior_experience_years,raw_salary_krw,primary_framework,skills_list,mentor_id,candidate_source,code_commits_cnt,prs_merged_cnt,activity_json,probation_status,eval_performance_score,eval_competency_score,eval_attitude_score
MLE-2023-0066,1,2023-06-19,2023-07-19,2023-07-17 22:00:00+09:00,Core Data Science,Master,2.5,"₩75,999,183",PyTorch,FastAPI;PyTorch;SQL,MNT-128,Agency,90,7,"{""github_stars"": 172, ""paper_citations"": 38, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,99.8,72.3,92.21
MLE-2023-0066,2,2023-06-19,2023-08-18,2023-08-16 07:00:00+09:00,Core Data Science,Master,2.5,"₩75,999,183",PyTorch,FastAPI;PyTorch;SQL,MNT-128,Agency,82,16,"{""github_stars"": 89, ""paper_citations"": 71, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,94.77,74.16,89.07
MLE-2023-0066,3,2023-06-19,2023-09-17,2023-09-16 04:00:00+09:00,Core Data Science,Master,2.5,"₩75,999,183",PyTorch,FastAPI;PyTorch;SQL,MNT-128,Agency,62,12,"{""github_stars"": 90, ""paper_citations"": 0, ""certifications"": [], ""weekly_1on1_attended"": false}",Passed,100.0,78.61,93.78
MLE-2023-0067,1,2023-11-05,2023-12-05,2023-12-04 17:00:00+09:00,Computer Vision,,11.3,"₩149,392,909",JAX,PyTorch;SQL;Spark;Docker;JAX,,Direct Apply,15,5,"{""github_stars"": 197, ""paper_citations"": 56, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,79.62,66.96,67.53
MLE-2023-0067,2,2023-11-05,2024-01-04,2024-01-02 13:00:00+09:00,Computer Vision,,11.3,"₩149,392,909",JAX,PyTorch;SQL;Spark;Docker;JAX,,Direct Apply,68,9,"{""github_stars"": 245, ""paper_citations"": 73, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,77.79,72.41,63.38
MLE-2023-0067,3,2023-11-05,2024-02-03,2024-02-02 22:00:00+09:00,Computer Vision,,11.3,"₩149,392,909",JAX,PyTorch;SQL;Spark;Docker;JAX,,Direct Apply,65,16,"{""github_stars"": 53, ""paper_citations"": 9, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Extended,84.65,70.3,63.88
MLE-2023-0068,1,2023-06-23,2023-07-23,2023-07-22 07:00:00+09:00,Core Data Science,,5.5,"₩106,284,673",TensorFlow,SQL;Spark;TensorFlow,MNT-107,Campus Recruitment,51,13,"{""github_stars"": 121, ""paper_citations"": 12, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,88.41,90.1,81.39
MLE-2023-0068,2,2023-06-23,2023-08-22,2023-08-21 00:00:00+09:00,Core Data Science,,5.5,"₩106,284,673",TensorFlow,SQL;Spark;TensorFlow,MNT-107,Campus Recruitment,20,19,"{""github_stars"": 44, ""paper_citations"": 37, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,87.19,86.59,81.6
MLE-2023-0068,3,2023-06-23,2023-09-21,2023-09-20 05:00:00+09:00,Core Data Science,,5.5,"₩106,284,673",TensorFlow,SQL;Spark;TensorFlow,MNT-107,Campus Recruitment,35,23,"{""github_stars"": 59, ""paper_citations"": 39, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",Passed,92.59,94.67,80.64
MLE-2024-0069,1,2023-04-05,2023-05-05,2023-05-04 09:00:00+09:00,Computer Vision,UNKNOWN,3.5,"₩87,505,722",None,PyTorch;SQL,,Agency,85,5,"{""github_stars"": 198, ""paper_citations"": 66, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,90.93,70.94,84.06
MLE-2024-0069,2,2023-04-05,2023-06-04,2023-06-02 22:00:00+09:00,Computer Vision,UNKNOWN,3.5,"₩87,505,722",None,PyTorch;SQL,,Agency,24,22,"{""github_stars"": 292, ""paper_citations"": 66, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,88.91,78.12,82.55
MLE-2024-0069,3,2023-04-05,2023-07-04,2023-07-03 13:00:00+09:00,Computer Vision,UNKNOWN,3.5,"₩87,505,722",None,PyTorch;SQL,,Agency,52,14,"{""github_stars"": 64, ""paper_citations"": 5, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",Passed,100.0,78.54,92.44
MLE-2023-0070,1,2024-03-03,2024-04-02,2024-03-31 10:00:00+09:00,Core Data Science,PhD,9.8,"₩142,661,932",JAX,CUDA;Git;Python;Ray;JAX,MNT-119,Campus Recruitment,27,7,"{""github_stars"": 288, ""paper_citations"": 12, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,73.28,66.9,81.69
MLE-2023-0070,2,2024-03-03,2024-05-02,2024-04-30 11:00:00+09:00,Core Data Science,PhD,9.8,"₩142,661,932",JAX,CUDA;Git;Python;Ray;JAX,MNT-119,Campus Recruitment,80,7,"{""github_stars"": 88, ""paper_citations"": 35, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,73.19,73.23,78.65
MLE-2023-0070,3,2024-03-03,2024-06-01,2024-05-30 22:00:00+09:00,Core Data Science,PhD,9.8,"₩142,661,932",JAX,CUDA;Git;Python;Ray;JAX,MNT-119,Campus Recruitment,67,15,"{""github_stars"": 25, ""paper_citations"": 60, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",Extended,69.71,77.32,77.47
MLE-2024-0071,1,2024-03-07,2024-04-06,2024-04-04 15:00:00+09:00,MLOps & Platform,Bachelor,4.0,"₩92,383,277",JAX,FastAPI;SQL;Docker;Git;CUDA;JAX,MNT-114,Campus Recruitment,35,6,"{""github_stars"": 159, ""paper_citations"": 64, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,91.61,91.88,89.56
MLE-2024-0071,2,2024-03-07,2024-05-06,2024-05-05 12:00:00+09:00,MLOps & Platform,Bachelor,4.0,"₩92,383,277",JAX,FastAPI;SQL;Docker;Git;CUDA;JAX,MNT-114,Campus Recruitment,44,12,"{""github_stars"": 29, ""paper_citations"": 31, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,86.81,93.57,85.12
MLE-2024-0071,3,2024-03-07,2024-06-05,2024-06-04 00:00:00+09:00,MLOps & Platform,Bachelor,4.0,"₩92,383,277",JAX,FastAPI;SQL;Docker;Git;CUDA;JAX,MNT-114,Campus Recruitment,84,24,"{""github_stars"": 203, ""paper_citations"": 15, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Passed,92.53,98.44,84.87
MLE-2024-0072,1,2023-10-28,2023-11-27,2023-11-26 22:00:00+09:00,Core Data Science,PhD,3.5,"₩83,460,542",Scikit-Learn,PyTorch;Docker;Scikit-Learn,MNT-121,Direct Apply,16,19,"{""github_stars"": 67, ""paper_citations"": 22, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,82.61,68.13,79.65
MLE-2024-0072,2,2023-10-28,2023-12-27,2023-12-25 02:00:00+09:00,Core Data Science,PhD,3.5,"₩83,460,542",Scikit-Learn,PyTorch;Docker;Scikit-Learn,MNT-121,Direct Apply,55,19,"{""github_stars"": 192, ""paper_citations"": 44, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,85.06,68.68,74.58
MLE-2024-0072,3,2023-10-28,2024-01-26,2024-01-24 08:00:00+09:00,Core Data Science,PhD,3.5,"₩83,460,542",Scikit-Learn,PyTorch;Docker;Scikit-Learn,MNT-121,Direct Apply,75,26,"{""github_stars"": 52, ""paper_citations"": 0, ""certifications"": [], ""weekly_1on1_attended"": false}",Extended,90.99,74.01,71.72
MLE-2023-0073,1,2023-09-04,2023-10-04,2023-10-02 06:00:00+09:00,Search & RecSys,PhD,10.4,"₩153,171,547",JAX,PyTorch;CUDA;Docker;JAX,MNT-126,Campus Recruitment,78,13,"{""github_stars"": 132, ""paper_citations"": 53, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,92.63,91.29,91.18
MLE-2023-0073,2,2023-09-04,2023-11-03,2023-11-02 11:00:00+09:00,Search & RecSys,PhD,10.4,"₩153,171,547",JAX,PyTorch;CUDA;Docker;JAX,MNT-126,Campus Recruitment,63,13,"{""github_stars"": 273, ""paper_citations"": 60, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,96.21,96.36,89.76
MLE-2023-0073,3,2023-09-04,2023-12-03,2023-12-02 12:00:00+09:00,Search & RecSys,PhD,10.4,"₩153,171,547",JAX,PyTorch;CUDA;Docker;JAX,MNT-126,Campus Recruitment,62,11,"{""github_stars"": 241, ""paper_citations"": 16, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Passed,99.73,99.83,87.1
MLE-2023-0074,1,2023-07-01,2023-07-31,2023-07-30 20:00:00+09:00,LLM & Generative AI,PhD,4.8,"₩95,376,045",Scikit-Learn,FastAPI;SQL;Scikit-Learn,MNT-107,Referral,34,8,"{""github_stars"": 102, ""paper_citations"": 43, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,89.87,75.97,66.61
MLE-2023-0074,2,2023-07-01,2023-08-30,2023-08-29 18:00:00+09:00,LLM & Generative AI,PhD,4.8,"₩95,376,045",Scikit-Learn,FastAPI;SQL;Scikit-Learn,MNT-107,Referral,82,16,"{""github_stars"": 323, ""paper_citations"": 22, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,90.98,74.25,73.58
MLE-2023-0074,3,2023-07-01,2023-09-29,2023-09-28 13:00:00+09:00,LLM & Generative AI,PhD,4.8,"₩95,376,045",Scikit-Learn,FastAPI;SQL;Scikit-Learn,MNT-107,Referral,98,13,"{""github_stars"": 250, ""paper_citations"": 11, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Passed,99.77,78.29,76.03
MLE-2024-0075,1,2023-01-03,2023-02-02,2023-02-01 13:00:00+09:00,Search & RecSys,,0.7,"₩63,797,346",PyTorch,Docker;FastAPI;PyTorch,MNT-112,Agency,23,5,"{""github_stars"": 152, ""paper_citations"": 37, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,62.17,70.54,76.21
MLE-2024-0075,2,2023-01-03,2023-03-04,2023-03-02 16:00:00+09:00,Search & RecSys,,0.7,"₩63,797,346",PyTorch,Docker;FastAPI;PyTorch,MNT-112,Agency,65,12,"{""github_stars"": 84, ""paper_citations"": 51, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,62.57,75.92,77.14
MLE-2024-0075,3,2023-01-03,2023-04-03,2023-04-02 22:00:00+09:00,Search & RecSys,,0.7,"₩63,797,346",PyTorch,Docker;FastAPI;PyTorch,MNT-112,Agency,100,24,"{""github_stars"": 86, ""paper_citations"": 15, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",Extended,66.58,76.16,83.86
MLE-2023-0076,1,2023-11-01,2023-12-01,2023-11-29 08:00:00+09:00,Search & RecSys,Bachelor,,"₩77,379,599",PyTorch,Git;PyTorch;Docker;Spark,MNT-101,Agency,32,17,"{""github_stars"": 53, ""paper_citations"": 65, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,72.5,61.32,78.18
MLE-2023-0076,2,2023-11-01,2023-12-31,2023-12-29 09:00:00+09:00,Search & RecSys,Bachelor,,"₩77,379,599",PyTorch,Git;PyTorch;Docker;Spark,MNT-101,Agency,45,14,"{""github_stars"": 267, ""paper_citations"": 25, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,75.13,58.35,78.17
MLE-2023-0076,3,2023-11-01,2024-01-30,2024-01-29 10:00:00+09:00,Search & RecSys,Bachelor,,"₩77,379,599",PyTorch,Git;PyTorch;Docker;Spark,MNT-101,Agency,86,18,"{""github_stars"": 120, ""paper_citations"": 0, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Extended,83.74,67.72,80.24
MLE-2023-0077,1,2024-05-01,2024-05-31,2024-05-30 21:00:00+09:00,Search & RecSys,,10.9,"₩147,166,428",JAX,Python;SQL;PyTorch;Ray;FastAPI;JAX,MNT-112,Agency,16,8,"{""github_stars"": 339, ""paper_citations"": 21, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,85.93,72.18,87.01
MLE-2023-0077,2,2024-05-01,2024-06-30,2024-06-28 01:00:00+09:00,Search & RecSys,,10.9,"₩147,166,428",JAX,Python;SQL;PyTorch;Ray;FastAPI;JAX,MNT-112,Agency,31,17,"{""github_stars"": 175, ""paper_citations"": 23, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,83.48,71.19,93.82
MLE-2023-0077,3,2024-05-01,2024-07-30,2024-07-28 03:00:00+09:00,Search & RecSys,,10.9,"₩147,166,428",JAX,Python;SQL;PyTorch;Ray;FastAPI;JAX,MNT-112,Agency,86,21,"{""github_stars"": 332, ""paper_citations"": 21, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",Passed,88.94,71.01,95.1
MLE-2023-0078,1,2023-02-23,2023-03-25,2023-03-23 04:00:00+09:00,MLOps & Platform,,5.5,"₩109,256,892",PyTorch,Git;FastAPI;SQL;PyTorch,MNT-115,Referral,82,22,"{""github_stars"": 289, ""paper_citations"": 28, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,63.57,86.51,60.22
MLE-2023-0078,2,2023-02-23,2023-04-24,2023-04-22 05:00:00+09:00,MLOps & Platform,,5.5,"₩109,256,892",PyTorch,Git;FastAPI;SQL;PyTorch,MNT-115,Referral,69,10,"{""github_stars"": 285, ""paper_citations"": 78, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,68.18,84.95,64.62
MLE-2023-0078,3,2023-02-23,2023-05-24,2023-05-22 16:00:00+09:00,MLOps & Platform,,5.5,"₩109,256,892",PyTorch,Git;FastAPI;SQL;PyTorch,MNT-115,Referral,46,10,"{""github_stars"": 251, ""paper_citations"": 41, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": false}",Extended,73.94,87.1,57.11
MLE-2024-0079,1,2023-07-26,2023-08-25,2023-08-23 07:00:00+09:00,LLM & Generative AI,Bachelor,5.7,"₩102,591,570",Scikit-Learn,SQL;Ray;Scikit-Learn,MNT-118,Referral,53,20,"{""github_stars"": 287, ""paper_citations"": 26, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,91.25,86.81,90.39
MLE-2024-0079,2,2023-07-26,2023-09-24,2023-09-22 18:00:00+09:00,LLM & Generative AI,Bachelor,5.7,"₩102,591,570",Scikit-Learn,SQL;Ray;Scikit-Learn,MNT-118,Referral,62,23,"{""github_stars"": 317, ""paper_citations"": 76, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,97.28,90.28,96.82
MLE-2024-0079,3,2023-07-26,2023-10-24,2023-10-23 09:00:00+09:00,LLM & Generative AI,Bachelor,5.7,"₩102,591,570",Scikit-Learn,SQL;Ray;Scikit-Learn,MNT-118,Referral,25,18,"{""github_stars"": 181, ""paper_citations"": 37, ""certifications"": [], ""weekly_1on1_attended"": false}",Passed,99.64,92.74,89.68
MLE-2023-0080,1,2024-02-25,2024-03-26,2024-03-24 15:00:00+09:00,MLOps & Platform,Bachelor,1.9,"₩84,033,722",TensorFlow,SQL;Ray;Python;Spark;TensorFlow,MNT-119,Referral,32,19,"{""github_stars"": 2, ""paper_citations"": 67, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,90.98,72.78,83.15
MLE-2023-0080,2,2024-02-25,2024-04-25,2024-04-24 12:00:00+09:00,MLOps & Platform,Bachelor,1.9,"₩84,033,722",TensorFlow,SQL;Ray;Python;Spark;TensorFlow,MNT-119,Referral,94,11,"{""github_stars"": 65, ""paper_citations"": 13, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,90.13,75.0,88.8
MLE-2023-0080,3,2024-02-25,2024-05-25,2024-05-23 03:00:00+09:00,MLOps & Platform,Bachelor,1.9,"₩84,033,722",TensorFlow,SQL;Ray;Python;Spark;TensorFlow,MNT-119,Referral,56,16,"{""github_stars"": 203, ""paper_citations"": 43, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",Passed,95.64,76.03,84.28
MLE-2024-0081,1,2024-03-07,2024-04-06,2024-04-04 02:00:00+09:00,Core Data Science,PhD,7.8,"₩122,275,114",JAX,PyTorch;CUDA;Spark;JAX,MNT-125,Agency,68,21,"{""github_stars"": 146, ""paper_citations"": 54, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,79.8,81.27,95.04
MLE-2024-0081,2,2024-03-07,2024-05-06,2024-05-05 11:00:00+09:00,Core Data Science,PhD,7.8,"₩122,275,114",JAX,PyTorch;CUDA;Spark;JAX,MNT-125,Agency,54,11,"{""github_stars"": 146, ""paper_citations"": 32, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,88.95,85.47,96.04
MLE-2024-0081,3,2024-03-07,2024-06-05,2024-06-04 21:00:00+09:00,Core Data Science,PhD,7.8,"₩122,275,114",JAX,PyTorch;CUDA;Spark;JAX,MNT-125,Agency,70,22,"{""github_stars"": 52, ""paper_citations"": 78, ""certifications"": [], ""weekly_1on1_attended"": true}",Passed,91.97,90.6,89.84
MLE-2024-0082,1,2023-12-21,2024-01-20,2024-01-18 01:00:00+09:00,Search & RecSys,UNKNOWN,11.7,"₩148,817,520",JAX,FastAPI;Git;Docker;JAX,MNT-123,Agency,39,13,"{""github_stars"": 229, ""paper_citations"": 22, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,99.42,88.45,76.55
MLE-2024-0082,2,2023-12-21,2024-02-19,2024-02-18 21:00:00+09:00,Search & RecSys,UNKNOWN,11.7,"₩148,817,520",JAX,FastAPI;Git;Docker;JAX,MNT-123,Agency,74,14,"{""github_stars"": 284, ""paper_citations"": 33, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,98.14,87.6,79.09
MLE-2024-0082,3,2023-12-21,2024-03-20,2024-03-18 02:00:00+09:00,Search & RecSys,UNKNOWN,11.7,"₩148,817,520",JAX,FastAPI;Git;Docker;JAX,MNT-123,Agency,44,9,"{""github_stars"": 78, ""paper_citations"": 41, ""certifications"": [], ""weekly_1on1_attended"": true}",Passed,100.0,93.57,85.24
MLE-2024-0083,1,2023-09-09,2023-10-09,2023-10-08 05:00:00+09:00,Core Data Science,,4.2,"₩89,743,811",None,Ray;CUDA;FastAPI,,Direct Apply,42,20,"{""github_stars"": 243, ""paper_citations"": 71, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,95.24,83.3,76.44
MLE-2024-0083,2,2023-09-09,2023-11-08,2023-11-06 08:00:00+09:00,Core Data Science,,4.2,"₩89,743,811",None,Ray;CUDA;FastAPI,,Direct Apply,51,7,"{""github_stars"": 349, ""paper_citations"": 41, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,94.9,87.06,68.98
MLE-2024-0083,3,2023-09-09,2023-12-08,2023-12-06 14:00:00+09:00,Core Data Science,,4.2,"₩89,743,811",None,Ray;CUDA;FastAPI,,Direct Apply,72,24,"{""github_stars"": 260, ""paper_citations"": 57, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",Passed,96.51,90.95,69.43
MLE-2023-0084,1,2024-04-30,2024-05-30,2024-05-29 20:00:00+09:00,Search & RecSys,Master,6.6,"₩118,361,500",TensorFlow,SQL;Docker;Ray;Spark;Python;TensorFlow,MNT-105,Referral,37,12,"{""github_stars"": 285, ""paper_citations"": 9, ""certifications"": [], ""weekly_1on1_attended"": true}",In_Probation,83.88,72.13,62.48
MLE-2023-0084,2,2024-04-30,2024-06-29,2024-06-27 22:00:00+09:00,Search & RecSys,Master,6.6,"₩118,361,500",TensorFlow,SQL;Docker;Ray;Spark;Python;TensorFlow,MNT-105,Referral,75,16,"{""github_stars"": 8, ""paper_citations"": 49, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,83.69,76.82,66.13
MLE-2023-0084,3,2024-04-30,2024-07-29,2024-07-27 10:00:00+09:00,Search & RecSys,Master,6.6,"₩118,361,500",TensorFlow,SQL;Docker;Ray;Spark;Python;TensorFlow,MNT-105,Referral,30,10,"{""github_stars"": 183, ""paper_citations"": 64, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Extended,87.64,77.28,58.1
MLE-2024-0085,1,2023-07-15,2023-08-14,2023-08-12 13:00:00+09:00,MLOps & Platform,Bachelor,2.1,"₩80,955,737",JAX,Kubeflow;Spark;Python;JAX,MNT-118,Direct Apply,85,6,"{""github_stars"": 156, ""paper_citations"": 26, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,62.87,56.47,81.03
MLE-2024-0085,2,2023-07-15,2023-09-13,2023-09-12 13:00:00+09:00,MLOps & Platform,Bachelor,2.1,"₩80,955,737",JAX,Kubeflow;Spark;Python;JAX,MNT-118,Direct Apply,43,13,"{""github_stars"": 315, ""paper_citations"": 32, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,63.05,60.7,85.11
MLE-2024-0085,3,2023-07-15,2023-10-13,2023-10-11 12:00:00+09:00,MLOps & Platform,Bachelor,2.1,"₩80,955,737",JAX,Kubeflow;Spark;Python;JAX,MNT-118,Direct Apply,84,25,"{""github_stars"": 37, ""paper_citations"": 37, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Extended,64.72,63.11,80.73
MLE-2024-0086,1,2023-07-02,2023-08-01,2023-07-30 06:00:00+09:00,LLM & Generative AI,Master,10.9,"₩152,540,510",JAX,FastAPI;Spark;CUDA;JAX,MNT-106,Referral,70,12,"{""github_stars"": 184, ""paper_citations"": 17, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,77.44,94.2,82.59
MLE-2024-0086,2,2023-07-02,2023-08-31,2023-08-29 12:00:00+09:00,LLM & Generative AI,Master,10.9,"₩152,540,510",JAX,FastAPI;Spark;CUDA;JAX,MNT-106,Referral,33,11,"{""github_stars"": 330, ""paper_citations"": 77, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,83.9,95.45,85.39
MLE-2024-0086,3,2023-07-02,2023-09-30,2023-09-29 07:00:00+09:00,LLM & Generative AI,Master,10.9,"₩152,540,510",JAX,FastAPI;Spark;CUDA;JAX,MNT-106,Referral,34,10,"{""github_stars"": 9, ""paper_citations"": 64, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Passed,85.5,99.03,79.37
MLE-2024-0087,1,2023-10-06,2023-11-05,2023-11-03 08:00:00+09:00,Core Data Science,UNKNOWN,5.0,"₩109,380,828",JAX,Git;CUDA;SQL;JAX,MNT-117,Referral,36,20,"{""github_stars"": 71, ""paper_citations"": 57, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",In_Probation,86.68,92.45,92.7
MLE-2024-0087,2,2023-10-06,2023-12-05,2023-12-04 14:00:00+09:00,Core Data Science,UNKNOWN,5.0,"₩109,380,828",JAX,Git;CUDA;SQL;JAX,MNT-117,Referral,81,17,"{""github_stars"": 20, ""paper_citations"": 28, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",In_Probation,84.15,93.87,82.74
MLE-2024-0087,3,2023-10-06,2024-01-04,2024-01-03 10:00:00+09:00,Core Data Science,UNKNOWN,5.0,"₩109,380,828",JAX,Git;CUDA;SQL;JAX,MNT-117,Referral,91,19,"{""github_stars"": 198, ""paper_citations"": 60, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": true}",Passed,86.42,99.11,83.47
MLE-2024-0088,1,2024-03-03,2024-04-02,2024-04-01 15:00:00+09:00,Computer Vision,,8.0,"₩133,016,845",PyTorch,Ray;Docker;FastAPI;PyTorch,MNT-112,Campus Recruitment,71,9,"{""github_stars"": 117, ""paper_citations"": 9, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,90.34,93.98,58.58
MLE-2024-0088,2,2024-03-03,2024-05-02,2024-04-30 02:00:00+09:00,Computer Vision,,8.0,"₩133,016,845",PyTorch,Ray;Docker;FastAPI;PyTorch,MNT-112,Campus Recruitment,35,13,"{""github_stars"": 212, ""paper_citations"": 42, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",In_Probation,97.48,99.32,61.32
MLE-2024-0088,3,2024-03-03,2024-06-01,2024-05-30 06:00:00+09:00,Computer Vision,,8.0,"₩133,016,845",PyTorch,Ray;Docker;FastAPI;PyTorch,MNT-112,Campus Recruitment,77,8,"{""github_stars"": 124, ""paper_citations"": 5, ""certifications"": [""CKAD""], ""weekly_1on1_attended"": true}",Passed,94.58,100.0,64.92
MLE-2023-0089,1,2023-01-29,2023-02-28,2023-02-26 10:00:00+09:00,LLM & Generative AI,PhD,5.2,"₩111,338,934",JAX,Docker;Git;JAX,MNT-116,Campus Recruitment,38,20,"{""github_stars"": 135, ""paper_citations"": 21, ""certifications"": [""AWS-ML"", ""CKAD""], ""weekly_1on1_attended"": false}",In_Probation,68.94,87.97,79.57
MLE-2023-0089,2,2023-01-29,2023-03-30,2023-03-29 15:00:00+09:00,LLM & Generative AI,PhD,5.2,"₩111,338,934",JAX,Docker;Git;JAX,MNT-116,Campus Recruitment,33,6,"{""github_stars"": 103, ""paper_citations"": 66, ""certifications"": [], ""weekly_1on1_attended"": false}",In_Probation,73.74,95.26,77.16
MLE-2023-0089,3,2023-01-29,2023-04-29,2023-04-27 08:00:00+09:00,LLM & Generative AI,PhD,5.2,"₩111,338,934",JAX,Docker;Git;JAX,MNT-116,Campus Recruitment,29,25,"{""github_stars"": 257, ""paper_citations"": 15, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": false}",Passed,74.56,100.0,81.5
MLE-2023-0090,1,2024-04-04,2024-05-04,2024-05-02 13:00:00+09:00,MLOps & Platform,,8.5,"₩131,088,689",Scikit-Learn,FastAPI;SQL;Ray;CUDA;Scikit-Learn,MNT-125,Direct Apply,67,12,"{""github_stars"": 96, ""paper_citations"": 0, ""certifications"": [""AWS-ML""], ""weekly_1on1_attended"": true}",In_Probation,98.17,63.85,77.41
MLE-2023-0090,2,2024-04-04,2024-06-03,2024-06-02 03:00:00+09:00,MLOps & Platform,,8.5,"₩131,088,689",Scikit-Learn,FastAPI;SQL;Ray;CUDA;Scikit-Learn,MNT-125,Direct Apply,72,17,"{""github_stars"": 54, ""paper_citations"": 19, ""certifications"": [""GCP-Data-Engineer""], ""weekly_1on1_attended"": false}",In_Probation,98.09,68.14,81.72
MLE-2023-0090,3,2024-04-04,2024-07-03,2024-07-01 08:00:00+09:00,MLOps & Platform,,8.5,"₩131,088,689",Scikit-Learn,FastAPI;SQL;Ray;CUDA;Scikit-Learn,MNT-125,Direct Apply,60,20,"{""github_stars"": 104, ""paper_citations"": 52, ""certifications"": [], ""weekly_1on1_attended"": false}",Passed,99.76,71.33,80.75
